,Year,City,Age Range,Number in Range
550,2016,"Atlanta, GA",5 to 17 Years,65056
551,2016,"Atlanta, GA",18 to 24 Years,60382
552,2016,"Atlanta, GA",60 & 61 Years,8809
553,2016,"Atlanta, GA",75 Years & Over,20257
554,2016,"Atlanta, GA",45 to 54 Years,57711
555,2016,"Atlanta, GA",35 to 44 Years,64754
556,2016,"Atlanta, GA",62 to 64 Years,10140
557,2016,"Atlanta, GA",65 to 74 Years,32065
558,2016,"Atlanta, GA",55 to 59 Years,25126
559,2016,"Atlanta, GA",Under 5 Years,26419
560,2016,"Atlanta, GA",25 to 34 Years,101787
561,2015,"Atlanta, GA",25 to 34 Years,97769
562,2015,"Atlanta, GA",18 to 24 Years,60644
563,2015,"Atlanta, GA",55 to 59 Years,25379
564,2015,"Atlanta, GA",75 Years & Over,22782
565,2015,"Atlanta, GA",35 to 44 Years,68423
566,2015,"Atlanta, GA",60 & 61 Years,8634
567,2015,"Atlanta, GA",Under 5 Years,24623
568,2015,"Atlanta, GA",5 to 17 Years,58430
569,2015,"Atlanta, GA",45 to 54 Years,52795
570,2015,"Atlanta, GA",62 to 64 Years,12461
571,2015,"Atlanta, GA",65 to 74 Years,31935
572,2014,"Atlanta, GA",62 to 64 Years,13270
573,2014,"Atlanta, GA",5 to 17 Years,54956
574,2014,"Atlanta, GA",Under 5 Years,30436
575,2014,"Atlanta, GA",25 to 34 Years,91529
576,2014,"Atlanta, GA",55 to 59 Years,24938
577,2014,"Atlanta, GA",35 to 44 Years,62711
578,2014,"Atlanta, GA",75 Years & Over,19654
579,2014,"Atlanta, GA",60 & 61 Years,7770
580,2014,"Atlanta, GA",45 to 54 Years,54984
581,2014,"Atlanta, GA",18 to 24 Years,63635
582,2014,"Atlanta, GA",65 to 74 Years,32129
583,2013,"Atlanta, GA",75 Years & Over,19729
584,2013,"Atlanta, GA",65 to 74 Years,28197
585,2013,"Atlanta, GA",18 to 24 Years,66086
586,2013,"Atlanta, GA",62 to 64 Years,11518
587,2013,"Atlanta, GA",35 to 44 Years,65466
588,2013,"Atlanta, GA",25 to 34 Years,87346
589,2013,"Atlanta, GA",60 & 61 Years,7835
590,2013,"Atlanta, GA",45 to 54 Years,55960
591,2013,"Atlanta, GA",5 to 17 Years,57728
592,2013,"Atlanta, GA",55 to 59 Years,20459
593,2013,"Atlanta, GA",Under 5 Years,27524
594,2018,"Atlanta, GA",18 to 24 Years,69619
595,2018,"Atlanta, GA",75 Years & Over,23942
596,2018,"Atlanta, GA",45 to 54 Years,55802
597,2018,"Atlanta, GA",Under 5 Years,32306
598,2018,"Atlanta, GA",65 to 74 Years,31361
599,2018,"Atlanta, GA",35 to 44 Years,71276
600,2018,"Atlanta, GA",55 to 59 Years,28400
601,2018,"Atlanta, GA",5 to 17 Years,59649
602,2018,"Atlanta, GA",62 to 64 Years,13087
603,2018,"Atlanta, GA",25 to 34 Years,102941
604,2018,"Atlanta, GA",60 & 61 Years,9690
605,2017,"Atlanta, GA",5 to 17 Years,65365
606,2017,"Atlanta, GA",75 Years & Over,22260
607,2017,"Atlanta, GA",60 & 61 Years,12315
608,2017,"Atlanta, GA",25 to 34 Years,100614
609,2017,"Atlanta, GA",62 to 64 Years,11759
610,2017,"Atlanta, GA",18 to 24 Years,65165
611,2017,"Atlanta, GA",55 to 59 Years,23347
612,2017,"Atlanta, GA",35 to 44 Years,66600
613,2017,"Atlanta, GA",65 to 74 Years,32410
614,2017,"Atlanta, GA",Under 5 Years,26654
615,2017,"Atlanta, GA",45 to 54 Years,59810
616,2016,"Atlanta, GA",5 to 17 Years,65056
617,2016,"Atlanta, GA",18 to 24 Years,60382
618,2016,"Atlanta, GA",60 & 61 Years,8809
619,2016,"Atlanta, GA",75 Years & Over,20257
620,2016,"Atlanta, GA",45 to 54 Years,57711
621,2016,"Atlanta, GA",35 to 44 Years,64754
622,2016,"Atlanta, GA",62 to 64 Years,10140
623,2016,"Atlanta, GA",65 to 74 Years,32065
624,2016,"Atlanta, GA",55 to 59 Years,25126
625,2016,"Atlanta, GA",Under 5 Years,26419
626,2016,"Atlanta, GA",25 to 34 Years,101787
627,2015,"Atlanta, GA",25 to 34 Years,97769
628,2015,"Atlanta, GA",18 to 24 Years,60644
629,2015,"Atlanta, GA",55 to 59 Years,25379
630,2015,"Atlanta, GA",75 Years & Over,22782
631,2015,"Atlanta, GA",35 to 44 Years,68423
632,2015,"Atlanta, GA",60 & 61 Years,8634
633,2015,"Atlanta, GA",Under 5 Years,24623
634,2015,"Atlanta, GA",5 to 17 Years,58430
635,2015,"Atlanta, GA",45 to 54 Years,52795
636,2015,"Atlanta, GA",62 to 64 Years,12461
637,2015,"Atlanta, GA",65 to 74 Years,31935
638,2014,"Atlanta, GA",62 to 64 Years,13270
639,2014,"Atlanta, GA",5 to 17 Years,54956
640,2014,"Atlanta, GA",Under 5 Years,30436
641,2014,"Atlanta, GA",25 to 34 Years,91529
642,2014,"Atlanta, GA",55 to 59 Years,24938
643,2014,"Atlanta, GA",35 to 44 Years,62711
644,2014,"Atlanta, GA",75 Years & Over,19654
645,2014,"Atlanta, GA",60 & 61 Years,7770
646,2014,"Atlanta, GA",45 to 54 Years,54984
647,2014,"Atlanta, GA",18 to 24 Years,63635
648,2014,"Atlanta, GA",65 to 74 Years,32129
649,2013,"Atlanta, GA",75 Years & Over,19729
650,2013,"Atlanta, GA",65 to 74 Years,28197
651,2013,"Atlanta, GA",18 to 24 Years,66086
652,2013,"Atlanta, GA",62 to 64 Years,11518
653,2013,"Atlanta, GA",35 to 44 Years,65466
654,2013,"Atlanta, GA",25 to 34 Years,87346
655,2013,"Atlanta, GA",60 & 61 Years,7835
656,2013,"Atlanta, GA",45 to 54 Years,55960
657,2013,"Atlanta, GA",5 to 17 Years,57728
658,2013,"Atlanta, GA",55 to 59 Years,20459
659,2013,"Atlanta, GA",Under 5 Years,27524
660,2018,"Atlanta, GA",18 to 24 Years,69619
661,2018,"Atlanta, GA",75 Years & Over,23942
662,2018,"Atlanta, GA",45 to 54 Years,55802
663,2018,"Atlanta, GA",Under 5 Years,32306
664,2018,"Atlanta, GA",65 to 74 Years,31361
665,2018,"Atlanta, GA",35 to 44 Years,71276
666,2018,"Atlanta, GA",55 to 59 Years,28400
667,2018,"Atlanta, GA",5 to 17 Years,59649
668,2018,"Atlanta, GA",62 to 64 Years,13087
669,2018,"Atlanta, GA",25 to 34 Years,102941
670,2018,"Atlanta, GA",60 & 61 Years,9690
671,2017,"Atlanta, GA",5 to 17 Years,65365
672,2017,"Atlanta, GA",75 Years & Over,22260
673,2017,"Atlanta, GA",60 & 61 Years,12315
674,2017,"Atlanta, GA",25 to 34 Years,100614
675,2017,"Atlanta, GA",62 to 64 Years,11759
676,2017,"Atlanta, GA",18 to 24 Years,65165
677,2017,"Atlanta, GA",55 to 59 Years,23347
678,2017,"Atlanta, GA",35 to 44 Years,66600
679,2017,"Atlanta, GA",65 to 74 Years,32410
680,2017,"Atlanta, GA",Under 5 Years,26654
681,2017,"Atlanta, GA",45 to 54 Years,59810
682,2016,"Atlanta, GA",5 to 17 Years,65056
683,2016,"Atlanta, GA",18 to 24 Years,60382
684,2016,"Atlanta, GA",60 & 61 Years,8809
685,2016,"Atlanta, GA",75 Years & Over,20257
686,2016,"Atlanta, GA",45 to 54 Years,57711
687,2016,"Atlanta, GA",35 to 44 Years,64754
688,2016,"Atlanta, GA",62 to 64 Years,10140
689,2016,"Atlanta, GA",65 to 74 Years,32065
690,2016,"Atlanta, GA",55 to 59 Years,25126
691,2016,"Atlanta, GA",Under 5 Years,26419
692,2016,"Atlanta, GA",25 to 34 Years,101787
693,2015,"Atlanta, GA",25 to 34 Years,97769
694,2015,"Atlanta, GA",18 to 24 Years,60644
695,2015,"Atlanta, GA",55 to 59 Years,25379
696,2015,"Atlanta, GA",75 Years & Over,22782
697,2015,"Atlanta, GA",35 to 44 Years,68423
698,2015,"Atlanta, GA",60 & 61 Years,8634
699,2015,"Atlanta, GA",Under 5 Years,24623
700,2015,"Atlanta, GA",5 to 17 Years,58430
701,2015,"Atlanta, GA",45 to 54 Years,52795
702,2015,"Atlanta, GA",62 to 64 Years,12461
703,2015,"Atlanta, GA",65 to 74 Years,31935
704,2014,"Atlanta, GA",62 to 64 Years,13270
705,2014,"Atlanta, GA",5 to 17 Years,54956
706,2014,"Atlanta, GA",Under 5 Years,30436
707,2014,"Atlanta, GA",25 to 34 Years,91529
708,2014,"Atlanta, GA",55 to 59 Years,24938
709,2014,"Atlanta, GA",35 to 44 Years,62711
710,2014,"Atlanta, GA",75 Years & Over,19654
711,2014,"Atlanta, GA",60 & 61 Years,7770
712,2014,"Atlanta, GA",45 to 54 Years,54984
713,2014,"Atlanta, GA",18 to 24 Years,63635
714,2014,"Atlanta, GA",65 to 74 Years,32129
715,2013,"Atlanta, GA",75 Years & Over,19729
716,2013,"Atlanta, GA",65 to 74 Years,28197
717,2013,"Atlanta, GA",18 to 24 Years,66086
718,2013,"Atlanta, GA",62 to 64 Years,11518
719,2013,"Atlanta, GA",35 to 44 Years,65466
720,2013,"Atlanta, GA",25 to 34 Years,87346
721,2013,"Atlanta, GA",60 & 61 Years,7835
722,2013,"Atlanta, GA",45 to 54 Years,55960
723,2013,"Atlanta, GA",5 to 17 Years,57728
724,2013,"Atlanta, GA",55 to 59 Years,20459
725,2013,"Atlanta, GA",Under 5 Years,27524
726,2018,"Atlanta, GA",18 to 24 Years,69619
727,2018,"Atlanta, GA",75 Years & Over,23942
728,2018,"Atlanta, GA",45 to 54 Years,55802
729,2018,"Atlanta, GA",Under 5 Years,32306
730,2018,"Atlanta, GA",65 to 74 Years,31361
731,2018,"Atlanta, GA",35 to 44 Years,71276
732,2018,"Atlanta, GA",55 to 59 Years,28400
733,2018,"Atlanta, GA",5 to 17 Years,59649
734,2018,"Atlanta, GA",62 to 64 Years,13087
735,2018,"Atlanta, GA",25 to 34 Years,102941
736,2018,"Atlanta, GA",60 & 61 Years,9690
737,2017,"Atlanta, GA",5 to 17 Years,65365
738,2017,"Atlanta, GA",75 Years & Over,22260
739,2017,"Atlanta, GA",60 & 61 Years,12315
740,2017,"Atlanta, GA",25 to 34 Years,100614
741,2017,"Atlanta, GA",62 to 64 Years,11759
742,2017,"Atlanta, GA",18 to 24 Years,65165
743,2017,"Atlanta, GA",55 to 59 Years,23347
744,2017,"Atlanta, GA",35 to 44 Years,66600
745,2017,"Atlanta, GA",65 to 74 Years,32410
746,2017,"Atlanta, GA",Under 5 Years,26654
747,2017,"Atlanta, GA",45 to 54 Years,59810
748,2016,"Atlanta, GA",5 to 17 Years,65056
749,2016,"Atlanta, GA",18 to 24 Years,60382
750,2016,"Atlanta, GA",60 & 61 Years,8809
751,2016,"Atlanta, GA",75 Years & Over,20257
752,2016,"Atlanta, GA",45 to 54 Years,57711
753,2016,"Atlanta, GA",35 to 44 Years,64754
754,2016,"Atlanta, GA",62 to 64 Years,10140
755,2016,"Atlanta, GA",65 to 74 Years,32065
756,2016,"Atlanta, GA",55 to 59 Years,25126
757,2016,"Atlanta, GA",Under 5 Years,26419
758,2016,"Atlanta, GA",25 to 34 Years,101787
759,2015,"Atlanta, GA",25 to 34 Years,97769
760,2015,"Atlanta, GA",18 to 24 Years,60644
761,2015,"Atlanta, GA",55 to 59 Years,25379
762,2015,"Atlanta, GA",75 Years & Over,22782
763,2015,"Atlanta, GA",35 to 44 Years,68423
764,2015,"Atlanta, GA",60 & 61 Years,8634
765,2015,"Atlanta, GA",Under 5 Years,24623
766,2015,"Atlanta, GA",5 to 17 Years,58430
767,2015,"Atlanta, GA",45 to 54 Years,52795
768,2015,"Atlanta, GA",62 to 64 Years,12461
769,2015,"Atlanta, GA",65 to 74 Years,31935
770,2014,"Atlanta, GA",62 to 64 Years,13270
771,2014,"Atlanta, GA",5 to 17 Years,54956
772,2014,"Atlanta, GA",Under 5 Years,30436
773,2014,"Atlanta, GA",25 to 34 Years,91529
774,2014,"Atlanta, GA",55 to 59 Years,24938
775,2014,"Atlanta, GA",35 to 44 Years,62711
776,2014,"Atlanta, GA",75 Years & Over,19654
777,2014,"Atlanta, GA",60 & 61 Years,7770
778,2014,"Atlanta, GA",45 to 54 Years,54984
779,2014,"Atlanta, GA",18 to 24 Years,63635
780,2014,"Atlanta, GA",65 to 74 Years,32129
781,2013,"Atlanta, GA",75 Years & Over,19729
782,2013,"Atlanta, GA",65 to 74 Years,28197
783,2013,"Atlanta, GA",18 to 24 Years,66086
784,2013,"Atlanta, GA",62 to 64 Years,11518
785,2013,"Atlanta, GA",35 to 44 Years,65466
786,2013,"Atlanta, GA",25 to 34 Years,87346
787,2013,"Atlanta, GA",60 & 61 Years,7835
788,2013,"Atlanta, GA",45 to 54 Years,55960
789,2013,"Atlanta, GA",5 to 17 Years,57728
790,2013,"Atlanta, GA",55 to 59 Years,20459
791,2013,"Atlanta, GA",Under 5 Years,27524
792,2018,"Atlanta, GA",18 to 24 Years,69619
793,2018,"Atlanta, GA",75 Years & Over,23942
794,2018,"Atlanta, GA",45 to 54 Years,55802
795,2018,"Atlanta, GA",Under 5 Years,32306
796,2018,"Atlanta, GA",65 to 74 Years,31361
797,2018,"Atlanta, GA",35 to 44 Years,71276
798,2018,"Atlanta, GA",55 to 59 Years,28400
799,2018,"Atlanta, GA",5 to 17 Years,59649
800,2018,"Atlanta, GA",62 to 64 Years,13087
801,2018,"Atlanta, GA",25 to 34 Years,102941
802,2018,"Atlanta, GA",60 & 61 Years,9690
803,2017,"Atlanta, GA",5 to 17 Years,65365
804,2017,"Atlanta, GA",75 Years & Over,22260
805,2017,"Atlanta, GA",60 & 61 Years,12315
806,2017,"Atlanta, GA",25 to 34 Years,100614
807,2017,"Atlanta, GA",62 to 64 Years,11759
808,2017,"Atlanta, GA",18 to 24 Years,65165
809,2017,"Atlanta, GA",55 to 59 Years,23347
810,2017,"Atlanta, GA",35 to 44 Years,66600
811,2017,"Atlanta, GA",65 to 74 Years,32410
812,2017,"Atlanta, GA",Under 5 Years,26654
813,2017,"Atlanta, GA",45 to 54 Years,59810
814,2016,"Atlanta, GA",5 to 17 Years,65056
815,2016,"Atlanta, GA",18 to 24 Years,60382
816,2016,"Atlanta, GA",60 & 61 Years,8809
817,2016,"Atlanta, GA",75 Years & Over,20257
818,2016,"Atlanta, GA",45 to 54 Years,57711
819,2016,"Atlanta, GA",35 to 44 Years,64754
820,2016,"Atlanta, GA",62 to 64 Years,10140
821,2016,"Atlanta, GA",65 to 74 Years,32065
822,2016,"Atlanta, GA",55 to 59 Years,25126
823,2016,"Atlanta, GA",Under 5 Years,26419
824,2016,"Atlanta, GA",25 to 34 Years,101787
825,2015,"Atlanta, GA",25 to 34 Years,97769
826,2015,"Atlanta, GA",18 to 24 Years,60644
827,2015,"Atlanta, GA",55 to 59 Years,25379
828,2015,"Atlanta, GA",75 Years & Over,22782
829,2015,"Atlanta, GA",35 to 44 Years,68423
830,2015,"Atlanta, GA",60 & 61 Years,8634
831,2015,"Atlanta, GA",Under 5 Years,24623
832,2015,"Atlanta, GA",5 to 17 Years,58430
833,2015,"Atlanta, GA",45 to 54 Years,52795
834,2015,"Atlanta, GA",62 to 64 Years,12461
835,2015,"Atlanta, GA",65 to 74 Years,31935
836,2014,"Atlanta, GA",62 to 64 Years,13270
837,2014,"Atlanta, GA",5 to 17 Years,54956
838,2014,"Atlanta, GA",Under 5 Years,30436
839,2014,"Atlanta, GA",25 to 34 Years,91529
840,2014,"Atlanta, GA",55 to 59 Years,24938
841,2014,"Atlanta, GA",35 to 44 Years,62711
842,2014,"Atlanta, GA",75 Years & Over,19654
843,2014,"Atlanta, GA",60 & 61 Years,7770
844,2014,"Atlanta, GA",45 to 54 Years,54984
845,2014,"Atlanta, GA",18 to 24 Years,63635
846,2014,"Atlanta, GA",65 to 74 Years,32129
847,2013,"Atlanta, GA",75 Years & Over,19729
848,2013,"Atlanta, GA",65 to 74 Years,28197
849,2013,"Atlanta, GA",18 to 24 Years,66086
850,2013,"Atlanta, GA",62 to 64 Years,11518
851,2013,"Atlanta, GA",35 to 44 Years,65466
852,2013,"Atlanta, GA",25 to 34 Years,87346
853,2013,"Atlanta, GA",60 & 61 Years,7835
854,2013,"Atlanta, GA",45 to 54 Years,55960
855,2013,"Atlanta, GA",5 to 17 Years,57728
856,2013,"Atlanta, GA",55 to 59 Years,20459
857,2013,"Atlanta, GA",Under 5 Years,27524
858,2018,"Atlanta, GA",18 to 24 Years,69619
859,2018,"Atlanta, GA",75 Years & Over,23942
860,2018,"Atlanta, GA",45 to 54 Years,55802
861,2018,"Atlanta, GA",Under 5 Years,32306
862,2018,"Atlanta, GA",65 to 74 Years,31361
863,2018,"Atlanta, GA",35 to 44 Years,71276
864,2018,"Atlanta, GA",55 to 59 Years,28400
865,2018,"Atlanta, GA",5 to 17 Years,59649
866,2018,"Atlanta, GA",62 to 64 Years,13087
867,2018,"Atlanta, GA",25 to 34 Years,102941
868,2018,"Atlanta, GA",60 & 61 Years,9690
869,2017,"Atlanta, GA",5 to 17 Years,65365
870,2017,"Atlanta, GA",75 Years & Over,22260
871,2017,"Atlanta, GA",60 & 61 Years,12315
872,2017,"Atlanta, GA",25 to 34 Years,100614
873,2017,"Atlanta, GA",62 to 64 Years,11759
874,2017,"Atlanta, GA",18 to 24 Years,65165
875,2017,"Atlanta, GA",55 to 59 Years,23347
876,2017,"Atlanta, GA",35 to 44 Years,66600
877,2017,"Atlanta, GA",65 to 74 Years,32410
878,2017,"Atlanta, GA",Under 5 Years,26654
879,2017,"Atlanta, GA",45 to 54 Years,59810
880,2016,"Atlanta, GA",5 to 17 Years,65056
881,2016,"Atlanta, GA",18 to 24 Years,60382
882,2016,"Atlanta, GA",60 & 61 Years,8809
883,2016,"Atlanta, GA",75 Years & Over,20257
884,2016,"Atlanta, GA",45 to 54 Years,57711
885,2016,"Atlanta, GA",35 to 44 Years,64754
886,2016,"Atlanta, GA",62 to 64 Years,10140
887,2016,"Atlanta, GA",65 to 74 Years,32065
888,2016,"Atlanta, GA",55 to 59 Years,25126
889,2016,"Atlanta, GA",Under 5 Years,26419
890,2016,"Atlanta, GA",25 to 34 Years,101787
891,2015,"Atlanta, GA",25 to 34 Years,97769
892,2015,"Atlanta, GA",18 to 24 Years,60644
893,2015,"Atlanta, GA",55 to 59 Years,25379
894,2015,"Atlanta, GA",75 Years & Over,22782
895,2015,"Atlanta, GA",35 to 44 Years,68423
896,2015,"Atlanta, GA",60 & 61 Years,8634
897,2015,"Atlanta, GA",Under 5 Years,24623
898,2015,"Atlanta, GA",5 to 17 Years,58430
899,2015,"Atlanta, GA",45 to 54 Years,52795
900,2015,"Atlanta, GA",62 to 64 Years,12461
901,2015,"Atlanta, GA",65 to 74 Years,31935
902,2014,"Atlanta, GA",62 to 64 Years,13270
903,2014,"Atlanta, GA",5 to 17 Years,54956
904,2014,"Atlanta, GA",Under 5 Years,30436
905,2014,"Atlanta, GA",25 to 34 Years,91529
906,2014,"Atlanta, GA",55 to 59 Years,24938
907,2014,"Atlanta, GA",35 to 44 Years,62711
908,2014,"Atlanta, GA",75 Years & Over,19654
909,2014,"Atlanta, GA",60 & 61 Years,7770
910,2014,"Atlanta, GA",45 to 54 Years,54984
911,2014,"Atlanta, GA",18 to 24 Years,63635
912,2014,"Atlanta, GA",65 to 74 Years,32129
913,2013,"Atlanta, GA",75 Years & Over,19729
914,2013,"Atlanta, GA",65 to 74 Years,28197
915,2013,"Atlanta, GA",18 to 24 Years,66086
916,2013,"Atlanta, GA",62 to 64 Years,11518
917,2013,"Atlanta, GA",35 to 44 Years,65466
918,2013,"Atlanta, GA",25 to 34 Years,87346
919,2013,"Atlanta, GA",60 & 61 Years,7835
920,2013,"Atlanta, GA",45 to 54 Years,55960
921,2013,"Atlanta, GA",5 to 17 Years,57728
922,2013,"Atlanta, GA",55 to 59 Years,20459
923,2013,"Atlanta, GA",Under 5 Years,27524
924,2018,"Atlanta, GA",18 to 24 Years,69619
925,2018,"Atlanta, GA",75 Years & Over,23942
926,2018,"Atlanta, GA",45 to 54 Years,55802
927,2018,"Atlanta, GA",Under 5 Years,32306
928,2018,"Atlanta, GA",65 to 74 Years,31361
929,2018,"Atlanta, GA",35 to 44 Years,71276
930,2018,"Atlanta, GA",55 to 59 Years,28400
931,2018,"Atlanta, GA",5 to 17 Years,59649
932,2018,"Atlanta, GA",62 to 64 Years,13087
933,2018,"Atlanta, GA",25 to 34 Years,102941
934,2018,"Atlanta, GA",60 & 61 Years,9690
935,2017,"Atlanta, GA",5 to 17 Years,65365
936,2017,"Atlanta, GA",75 Years & Over,22260
937,2017,"Atlanta, GA",60 & 61 Years,12315
938,2017,"Atlanta, GA",25 to 34 Years,100614
939,2017,"Atlanta, GA",62 to 64 Years,11759
940,2017,"Atlanta, GA",18 to 24 Years,65165
941,2017,"Atlanta, GA",55 to 59 Years,23347
942,2017,"Atlanta, GA",35 to 44 Years,66600
943,2017,"Atlanta, GA",65 to 74 Years,32410
944,2017,"Atlanta, GA",Under 5 Years,26654
945,2017,"Atlanta, GA",45 to 54 Years,59810
946,2016,"Atlanta, GA",5 to 17 Years,65056
947,2016,"Atlanta, GA",18 to 24 Years,60382
948,2016,"Atlanta, GA",60 & 61 Years,8809
949,2016,"Atlanta, GA",75 Years & Over,20257
950,2016,"Atlanta, GA",45 to 54 Years,57711
951,2016,"Atlanta, GA",35 to 44 Years,64754
952,2016,"Atlanta, GA",62 to 64 Years,10140
953,2016,"Atlanta, GA",65 to 74 Years,32065
954,2016,"Atlanta, GA",55 to 59 Years,25126
955,2016,"Atlanta, GA",Under 5 Years,26419
956,2016,"Atlanta, GA",25 to 34 Years,101787
957,2015,"Atlanta, GA",25 to 34 Years,97769
958,2015,"Atlanta, GA",18 to 24 Years,60644
959,2015,"Atlanta, GA",55 to 59 Years,25379
960,2015,"Atlanta, GA",75 Years & Over,22782
961,2015,"Atlanta, GA",35 to 44 Years,68423
962,2015,"Atlanta, GA",60 & 61 Years,8634
963,2015,"Atlanta, GA",Under 5 Years,24623
964,2015,"Atlanta, GA",5 to 17 Years,58430
965,2015,"Atlanta, GA",45 to 54 Years,52795
966,2015,"Atlanta, GA",62 to 64 Years,12461
967,2015,"Atlanta, GA",65 to 74 Years,31935
968,2014,"Atlanta, GA",62 to 64 Years,13270
969,2014,"Atlanta, GA",5 to 17 Years,54956
970,2014,"Atlanta, GA",Under 5 Years,30436
971,2014,"Atlanta, GA",25 to 34 Years,91529
972,2014,"Atlanta, GA",55 to 59 Years,24938
973,2014,"Atlanta, GA",35 to 44 Years,62711
974,2014,"Atlanta, GA",75 Years & Over,19654
975,2014,"Atlanta, GA",60 & 61 Years,7770
976,2014,"Atlanta, GA",45 to 54 Years,54984
977,2014,"Atlanta, GA",18 to 24 Years,63635
978,2014,"Atlanta, GA",65 to 74 Years,32129
979,2013,"Atlanta, GA",75 Years & Over,19729
980,2013,"Atlanta, GA",65 to 74 Years,28197
981,2013,"Atlanta, GA",18 to 24 Years,66086
982,2013,"Atlanta, GA",62 to 64 Years,11518
983,2013,"Atlanta, GA",35 to 44 Years,65466
984,2013,"Atlanta, GA",25 to 34 Years,87346
985,2013,"Atlanta, GA",60 & 61 Years,7835
986,2013,"Atlanta, GA",45 to 54 Years,55960
987,2013,"Atlanta, GA",5 to 17 Years,57728
988,2013,"Atlanta, GA",55 to 59 Years,20459
989,2013,"Atlanta, GA",Under 5 Years,27524
990,2018,"Atlanta, GA",18 to 24 Years,69619
991,2018,"Atlanta, GA",75 Years & Over,23942
992,2018,"Atlanta, GA",45 to 54 Years,55802
993,2018,"Atlanta, GA",Under 5 Years,32306
994,2018,"Atlanta, GA",65 to 74 Years,31361
995,2018,"Atlanta, GA",35 to 44 Years,71276
996,2018,"Atlanta, GA",55 to 59 Years,28400
997,2018,"Atlanta, GA",5 to 17 Years,59649
998,2018,"Atlanta, GA",62 to 64 Years,13087
999,2018,"Atlanta, GA",25 to 34 Years,102941
1000,2018,"Atlanta, GA",60 & 61 Years,9690
1001,2017,"Atlanta, GA",5 to 17 Years,65365
1002,2017,"Atlanta, GA",75 Years & Over,22260
1003,2017,"Atlanta, GA",60 & 61 Years,12315
1004,2017,"Atlanta, GA",25 to 34 Years,100614
1005,2017,"Atlanta, GA",62 to 64 Years,11759
1006,2017,"Atlanta, GA",18 to 24 Years,65165
1007,2017,"Atlanta, GA",55 to 59 Years,23347
1008,2017,"Atlanta, GA",35 to 44 Years,66600
1009,2017,"Atlanta, GA",65 to 74 Years,32410
1010,2017,"Atlanta, GA",Under 5 Years,26654
1011,2017,"Atlanta, GA",45 to 54 Years,59810
1012,2016,"Atlanta, GA",5 to 17 Years,65056
1013,2016,"Atlanta, GA",18 to 24 Years,60382
1014,2016,"Atlanta, GA",60 & 61 Years,8809
1015,2016,"Atlanta, GA",75 Years & Over,20257
1016,2016,"Atlanta, GA",45 to 54 Years,57711
1017,2016,"Atlanta, GA",35 to 44 Years,64754
1018,2016,"Atlanta, GA",62 to 64 Years,10140
1019,2016,"Atlanta, GA",65 to 74 Years,32065
1020,2016,"Atlanta, GA",55 to 59 Years,25126
1021,2016,"Atlanta, GA",Under 5 Years,26419
1022,2016,"Atlanta, GA",25 to 34 Years,101787
1023,2015,"Atlanta, GA",25 to 34 Years,97769
1024,2015,"Atlanta, GA",18 to 24 Years,60644
1025,2015,"Atlanta, GA",55 to 59 Years,25379
1026,2015,"Atlanta, GA",75 Years & Over,22782
1027,2015,"Atlanta, GA",35 to 44 Years,68423
1028,2015,"Atlanta, GA",60 & 61 Years,8634
1029,2015,"Atlanta, GA",Under 5 Years,24623
1030,2015,"Atlanta, GA",5 to 17 Years,58430
1031,2015,"Atlanta, GA",45 to 54 Years,52795
1032,2015,"Atlanta, GA",62 to 64 Years,12461
1033,2015,"Atlanta, GA",65 to 74 Years,31935
1034,2014,"Atlanta, GA",62 to 64 Years,13270
1035,2014,"Atlanta, GA",5 to 17 Years,54956
1036,2014,"Atlanta, GA",Under 5 Years,30436
1037,2014,"Atlanta, GA",25 to 34 Years,91529
1038,2014,"Atlanta, GA",55 to 59 Years,24938
1039,2014,"Atlanta, GA",35 to 44 Years,62711
1040,2014,"Atlanta, GA",75 Years & Over,19654
1041,2014,"Atlanta, GA",60 & 61 Years,7770
1042,2014,"Atlanta, GA",45 to 54 Years,54984
